route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,426,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,622,4
1,1,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,SUN.,884,4
6,6,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,SUN.,506,4
8,8,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,SUN.,1013,4
11,11,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,SUN.,139,4
12,12,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,SUN.,724,4
13,13,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,SUN.,838,4
14,14,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,SUN.,345,4
15,15,15 - CHARLES,Ross,Bus,2017-02-01,201702,SUN.,468,4
16,16,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,SUN.,1478,4
17,17,17 - SHADELAND,Ross,Bus,2017-02-01,201702,SUN.,408,4
21,21,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,SUN.,336,4
24,24,24 - WEST PARK,Collier,Bus,2017-02-01,201702,SUN.,886,4
26,26,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,SUN.,322,4
27,27,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,SUN.,474,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-02-01,201702,SUN.,1119,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2017-02-01,201702,SUN.,592,4
38,38,38 - GREEN TREE,Collier,Bus,2017-02-01,201702,SUN.,144,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2017-02-01,201702,SUN.,173,4
41,41,41 - BOWER HILL,Collier,Bus,2017-02-01,201702,SUN.,310,4
43,43,43 - BAILEY,Collier,Bus,2017-02-01,201702,SUN.,251,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2017-02-01,201702,SUN.,222,4
48,48,48 - ARLINGTON,Collier,Bus,2017-02-01,201702,SUN.,1141,4
51,51,51 - CARRICK,West Mifflin,Bus,2017-02-01,201702,SUN.,3147,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-02-01,201702,SUN.,1156,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2017-02-01,201702,SUN.,464,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2017-02-01,201702,SUN.,504,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,SUN.,648,4
58,58,58 - GREENFIELD,East Liberty,Bus,2017-02-01,201702,SUN.,185,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2017-02-01,201702,SUN.,1229,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-02-01,201702,SUN.,2314,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-02-01,201702,SUN.,1930,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-02-05,201702,SUN.,3218,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-02-01,201702,SUN.,2585,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-02-01,201702,SUN.,959,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2017-02-01,201702,SUN.,606,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2017-02-01,201702,SUN.,242,4
69,69,69 - TRAFFORD,East Liberty,Bus,2017-02-01,201702,SUN.,244,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-02-01,201702,SUN.,1986,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-02-01,201702,SUN.,1341,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,SUN.,1970,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,SUN.,1522,4
75,75,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,SUN.,1259,4
77,77,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,SUN.,687,4
79,79,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,SUN.,357,4
81,81,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,SUN.,560,4
82,82,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,SUN.,1773,4
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,SUN.,826,4
86,86,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,SUN.,1720,4
87,87,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,SUN.,254,4
88,88,88 - PENN,East Liberty,Bus,2017-02-01,201702,SUN.,1247,4
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,SUN.,130,4
91,91,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,SUN.,1174,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,SUN.,588,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-02-01,201702,SUN.,3180,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-02-01,201702,SUN.,593,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,SUN.,363,4
1,1,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,WEEKDAY,1638,20
2,2,2 - MOUNT ROYAL,Ross,Bus,2017-02-01,201702,WEEKDAY,1038,20
4,4,4 - TROY HILL,Ross,Bus,2017-02-01,201702,WEEKDAY,702,20
6,6,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,WEEKDAY,1241,20
7,7,7 - SPRING GARDEN,Ross,Bus,2017-02-01,201702,WEEKDAY,136,20
8,8,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,WEEKDAY,3380,20
11,11,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,WEEKDAY,534,20
12,12,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,WEEKDAY,935,20
13,13,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,WEEKDAY,2153,20
14,14,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,WEEKDAY,1233,20
15,15,15 - CHARLES,Ross,Bus,2017-02-01,201702,WEEKDAY,1097,20
16,16,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,WEEKDAY,3971,20
17,17,17 - SHADELAND,Ross,Bus,2017-02-01,201702,WEEKDAY,1204,20
18,18,18 - MANCHESTER,Ross,Bus,2017-02-01,201702,WEEKDAY,104,20
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-02-01,201702,WEEKDAY,658,20
20,20,20 - KENNEDY,Collier,Bus,2017-02-01,201702,WEEKDAY,590,20
21,21,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,WEEKDAY,1261,20
22,22,22 - MCCOY,Collier,Bus,2017-02-01,201702,WEEKDAY,801,20
24,24,24 - WEST PARK,Collier,Bus,2017-02-01,201702,WEEKDAY,1648,20
26,26,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,WEEKDAY,1028,20
27,27,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,WEEKDAY,1180,20
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1692,20
29,29,29 - ROBINSON,Collier,Bus,2017-02-01,201702,WEEKDAY,872,20
31,31,31 - BRIDGEVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,1606,20
36,36,36 - BANKSVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,575,20
38,38,38 - GREEN TREE,Collier,Bus,2017-02-01,201702,WEEKDAY,2494,20
39,39,39 - BROOKLINE,Collier,Bus,2017-02-01,201702,WEEKDAY,1547,20
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2017-02-01,201702,WEEKDAY,602,20
41,41,41 - BOWER HILL,Collier,Bus,2017-02-01,201702,WEEKDAY,1785,20
43,43,43 - BAILEY,Collier,Bus,2017-02-01,201702,WEEKDAY,736,20
44,44,44 - VIA KNOXVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,1060,20
48,48,48 - ARLINGTON,Collier,Bus,2017-02-01,201702,WEEKDAY,3111,20
51,51,51 - CARRICK,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,7997,20
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,740,20
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,433,20
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1373,20
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-02-01,201702,WEEKDAY,4074,20
55,55,55 - GLASSPORT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,901,20
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1715,20
57,57,57 - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1273,20
58,58,58 - GREENFIELD,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1228,20
59,59,59 - MON VALLEY,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1950,20
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,542,20
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,5079,20
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,4688,20
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-02-20,201702,WEEKDAY,6589,20
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,5782,20
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1602,20
65,65,65 - SQUIRREL HILL,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,428,20
67,67,67 - MONROEVILLE,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2269,20
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,283,20
69,69,69 - TRAFFORD,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1811,20
71,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,92,20
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-02-01,201702,WEEKDAY,6214,20
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-02-01,201702,WEEKDAY,5171,20
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,WEEKDAY,6082,20
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,WEEKDAY,4987,20
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1003,20
75,75,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,WEEKDAY,3259,20
77,77,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2325,20
78,78,78 - OAKMONT,East Liberty,Bus,2017-02-01,201702,WEEKDAY,123,20
79,79,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1014,20
81,81,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1705,20
82,82,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,WEEKDAY,4010,20
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,2368,20
86,86,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2908,20
87,87,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2857,20
88,88,88 - PENN,East Liberty,Bus,2017-02-01,201702,WEEKDAY,3192,20
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,400,20
91,91,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,WEEKDAY,4417,20
93,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1794,20
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,WEEKDAY,3855,20
G3,G3,G3 - MOON FLYER,Collier,Bus,2017-02-01,201702,WEEKDAY,964,20
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2017-02-01,201702,WEEKDAY,643,20
O1,O1,O1 - ROSS FLYER,Ross,Bus,2017-02-01,201702,WEEKDAY,1242,20
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2017-02-01,201702,WEEKDAY,1440,20
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2017-02-01,201702,WEEKDAY,119,20
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,10030,20
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,717,20
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1188,20
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2017-02-01,201702,WEEKDAY,273,20
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1003,20
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,389,20
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1538,20
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,2993,20
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,454,20
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,891,20
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,263,20
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,746,20
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,673,20
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1085,20
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,991,20
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,766,20
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,308,20
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1762,20
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1052,20
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1291,20
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-02-01,201702,SAT.,1749,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-02-01,201702,SAT.,1116,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2017-02-01,201702,SAT.,5488,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-02-01,201702,SUN.,851,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-02-01,201702,SUN.,650,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2017-02-01,201702,SUN.,3068,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-02-01,201702,WEEKDAY,6478,20
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-02-01,201702,WEEKDAY,8963,20
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2017-02-01,201702,WEEKDAY,10364,20
MI,0,MONONGAHELA INCLINE,Incline,Incline,2017-02-01,201702,SAT.,2476,4
MI,0,MONONGAHELA INCLINE,Incline,Incline,2017-02-01,201702,SUN.,1434,4
MI,0,MONONGAHELA INCLINE,Incline,Incline,2017-02-01,201702,WEEKDAY,960,20
1,1,1 - FREEPORT ROAD,Ross,Bus,2017-03-01,201703,SAT.,1178,4
4,4,4 - TROY HILL,Ross,Bus,2017-03-01,201703,SAT.,226,4
6,6,6 - SPRING HILL,Ross,Bus,2017-03-01,201703,SAT.,511,4
8,8,8 - PERRYSVILLE,Ross,Bus,2017-03-01,201703,SAT.,1601,4
11,11,11 - FINEVIEW,Ross,Bus,2017-03-01,201703,SAT.,215,4
12,12,12 - MCKNIGHT,Ross,Bus,2017-03-01,201703,SAT.,1038,4
13,13,13 - BELLEVUE,Ross,Bus,2017-03-01,201703,SAT.,1344,4
14,14,14 - OHIO VALLEY,Ross,Bus,2017-03-01,201703,SAT.,532,4
15,15,15 - CHARLES,Ross,Bus,2017-03-01,201703,SAT.,618,4
16,16,16 - BRIGHTON,Ross,Bus,2017-03-01,201703,SAT.,1888,4
17,17,17 - SHADELAND,Ross,Bus,2017-03-01,201703,SAT.,429,4
21,21,21 - CORAOPOLIS,Collier,Bus,2017-03-01,201703,SAT.,523,4
22,22,22 - MCCOY,Collier,Bus,2017-03-01,201703,SAT.,406,4
24,24,24 - WEST PARK,Collier,Bus,2017-03-01,201703,SAT.,1113,4
26,26,26 - CHARTIERS,Collier,Bus,2017-03-01,201703,SAT.,519,4
27,27,27 - FAIRYWOOD,Collier,Bus,2017-03-01,201703,SAT.,525,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-03-01,201703,SAT.,1396,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2017-03-01,201703,SAT.,748,4
38,38,38 - GREEN TREE,Collier,Bus,2017-03-01,201703,SAT.,299,4
39,39,39 - BROOKLINE,Collier,Bus,2017-03-01,201703,SAT.,199,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2017-03-01,201703,SAT.,199,4
41,41,41 - BOWER HILL,Collier,Bus,2017-03-01,201703,SAT.,462,4
43,43,43 - BAILEY,Collier,Bus,2017-03-01,201703,SAT.,306,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2017-03-01,201703,SAT.,282,4
48,48,48 - ARLINGTON,Collier,Bus,2017-03-01,201703,SAT.,1810,4
51,51,51 - CARRICK,West Mifflin,Bus,2017-03-01,201703,SAT.,4623,4
53,53,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-03-01,201703,SAT.,274,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-03-01,201703,SAT.,2054,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2017-03-01,201703,SAT.,620,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2017-03-01,201703,SAT.,573,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2017-03-01,201703,SAT.,791,4
58,58,58 - GREENFIELD,East Liberty,Bus,2017-03-01,201703,SAT.,366,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2017-03-01,201703,SAT.,1706,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-03-01,201703,SAT.,2920,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-03-01,201703,SAT.,2528,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-03-04,201703,SAT.,3654,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-03-01,201703,SAT.,3162,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-03-01,201703,SAT.,1420,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2017-03-01,201703,SAT.,828,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2017-03-01,201703,SAT.,406,4
69,69,69 - TRAFFORD,East Liberty,Bus,2017-03-01,201703,SAT.,297,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-03-01,201703,SAT.,2437,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-03-01,201703,SAT.,1979,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-03-01,201703,SAT.,2685,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-03-01,201703,SAT.,1753,4
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-03-01,201703,SAT.,454,4
75,75,75 - ELLSWORTH,East Liberty,Bus,2017-03-01,201703,SAT.,1438,4
77,77,77 - PENN HILLS,East Liberty,Bus,2017-03-01,201703,SAT.,865,4
79,79,79 - EAST HILLS,East Liberty,Bus,2017-03-01,201703,SAT.,574,4
81,81,81 - OAK HILL,West Mifflin,Bus,2017-03-01,201703,SAT.,736,4
82,82,82 - LINCOLN,East Liberty,Bus,2017-03-01,201703,SAT.,2228,4
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2017-03-01,201703,SAT.,1300,4
86,86,86 - LIBERTY,East Liberty,Bus,2017-03-01,201703,SAT.,2344,4
87,87,87 - FRIENDSHIP,East Liberty,Bus,2017-03-01,201703,SAT.,506,4
88,88,88 - PENN,East Liberty,Bus,2017-03-01,201703,SAT.,1475,4
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2017-03-01,201703,SAT.,190,4
91,91,91 - BUTLER STREET,Ross,Bus,2017-03-01,201703,SAT.,1870,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-03-01,201703,SAT.,944,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-03-01,201703,SAT.,3965,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-03-01,201703,SAT.,744,4
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-03-01,201703,SAT.,434,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-03-01,201703,SAT.,550,4
1,1,1 - FREEPORT ROAD,Ross,Bus,2017-03-01,201703,SUN.,820,4
6,6,6 - SPRING HILL,Ross,Bus,2017-03-01,201703,SUN.,408,4
8,8,8 - PERRYSVILLE,Ross,Bus,2017-03-01,201703,SUN.,987,4
11,11,11 - FINEVIEW,Ross,Bus,2017-03-01,201703,SUN.,104,4
12,12,12 - MCKNIGHT,Ross,Bus,2017-03-01,201703,SUN.,650,4
13,13,13 - BELLEVUE,Ross,Bus,2017-03-01,201703,SUN.,747,4
14,14,14 - OHIO VALLEY,Ross,Bus,2017-03-01,201703,SUN.,312,4
15,15,15 - CHARLES,Ross,Bus,2017-03-01,201703,SUN.,426,4
16,16,16 - BRIGHTON,Ross,Bus,2017-03-01,201703,SUN.,1238,4
17,17,17 - SHADELAND,Ross,Bus,2017-03-01,201703,SUN.,329,4
21,21,21 - CORAOPOLIS,Collier,Bus,2017-03-01,201703,SUN.,267,4
24,24,24 - WEST PARK,Collier,Bus,2017-03-01,201703,SUN.,889,4
26,26,26 - CHARTIERS,Collier,Bus,2017-03-01,201703,SUN.,296,4
27,27,27 - FAIRYWOOD,Collier,Bus,2017-03-01,201703,SUN.,410,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-03-01,201703,SUN.,1258,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2017-03-01,201703,SUN.,566,4
38,38,38 - GREEN TREE,Collier,Bus,2017-03-01,201703,SUN.,158,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2017-03-01,201703,SUN.,148,4
41,41,41 - BOWER HILL,Collier,Bus,2017-03-01,201703,SUN.,284,4
43,43,43 - BAILEY,Collier,Bus,2017-03-01,201703,SUN.,249,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2017-03-01,201703,SUN.,213,4
48,48,48 - ARLINGTON,Collier,Bus,2017-03-01,201703,SUN.,1084,4
51,51,51 - CARRICK,West Mifflin,Bus,2017-03-01,201703,SUN.,2778,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-03-01,201703,SUN.,961,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2017-03-01,201703,SUN.,482,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2017-03-01,201703,SUN.,520,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2017-03-01,201703,SUN.,530,4
58,58,58 - GREENFIELD,East Liberty,Bus,2017-03-01,201703,SUN.,165,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2017-03-01,201703,SUN.,1120,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-03-01,201703,SUN.,2201,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-03-01,201703,SUN.,1810,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-03-05,201703,SUN.,2873,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-03-01,201703,SUN.,2251,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-03-01,201703,SUN.,958,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2017-03-01,201703,SUN.,434,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2017-03-01,201703,SUN.,245,4
69,69,69 - TRAFFORD,East Liberty,Bus,2017-03-01,201703,SUN.,216,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-03-01,201703,SUN.,1744,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-03-01,201703,SUN.,969,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-03-01,201703,SUN.,1710,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-03-01,201703,SUN.,1277,4
75,75,75 - ELLSWORTH,East Liberty,Bus,2017-03-01,201703,SUN.,1096,4
77,77,77 - PENN HILLS,East Liberty,Bus,2017-03-01,201703,SUN.,540,4
79,79,79 - EAST HILLS,East Liberty,Bus,2017-03-01,201703,SUN.,305,4
81,81,81 - OAK HILL,West Mifflin,Bus,2017-03-01,201703,SUN.,485,4
82,82,82 - LINCOLN,East Liberty,Bus,2017-03-01,201703,SUN.,1547,4
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2017-03-01,201703,SUN.,789,4
86,86,86 - LIBERTY,East Liberty,Bus,2017-03-01,201703,SUN.,1416,4
87,87,87 - FRIENDSHIP,East Liberty,Bus,2017-03-01,201703,SUN.,198,4
88,88,88 - PENN,East Liberty,Bus,2017-03-01,201703,SUN.,1070,4
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2017-03-01,201703,SUN.,199,4
91,91,91 - BUTLER STREET,Ross,Bus,2017-03-01,201703,SUN.,1079,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-03-01,201703,SUN.,694,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-03-01,201703,SUN.,2577,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-03-01,201703,SUN.,623,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-03-01,201703,SUN.,310,4
1,1,1 - FREEPORT ROAD,Ross,Bus,2017-03-01,201703,WEEKDAY,1680,23
2,2,2 - MOUNT ROYAL,Ross,Bus,2017-03-01,201703,WEEKDAY,989,23
